"SK_ID_CURR","TARGET"
100001,0.422024817236456
100005,0.791616316082863
100013,0.383416819356818
100028,0.2444531539207
100038,0.624630159456341
100042,0.0421531990908446
100057,0.224876289678262
100065,0.541004948256296
100066,0.0158255885227348
100067,0.604303917354597
100074,0.497431378419719
100090,0.23749606749517
100091,0.705862413692885
100092,0.553417617288482
100106,0.499654822800914
100107,0.616536325391729
100109,0.482109902305307
100117,0.343564872376687
100128,0.0664857137159116
100141,0.364989766981532
100150,0.0225459929648633
100168,0.0400847105609375
100169,0.406794655631364
100170,0.0839746848628315
100171,0.352041663437912
100172,0.591444749416426
100184,0.309495660135245
100187,0.0705545170312692
100212,0.315422532998682
100222,0.475737300001252
100223,0.01852940030983
100232,0.188650000135975
100241,0.671379783142865
100245,0.122339414895937
100253,0.016805714699307
100256,0.536228689569908
100271,0.144144316912329
100278,0.76281581692357
100280,0.0159906280422406
100306,0.657524698669137
100311,0.641081236455419
100312,0.239001285416741
100330,0.530714825794982
100331,0.446694424028584
100352,0.0937306474531279
100358,0.642223598392603
100367,0.340307125948085
100382,0.663332272640593
100384,0.0567180016653629
100385,0.553274895703699
100386,0.0547844313230733
100399,0.0400671597440425
100404,0.104058901863769
100416,0.0251445174009868
100422,0.601311001895441
100426,0.315160679136985
100438,0.331590760589928
100444,0.742298969958858
100445,0.619919017699747
100446,0.094414002310836
100447,0.332390103252351
100450,0.473214474197516
100466,0.246060791484973
100483,0.0254796404831995
100484,0.174527668541238
100494,0.455542814979393
100510,0.688620408795138
100512,0.316804743847735
100517,0.030046935021348
100548,0.466527626817536
100551,0.495759912763876
100552,0.652737976399452
100553,0.0303195630007873
100561,0.671966583528633
100568,0.889745858184709
100569,0.0529804185915944
100591,0.0566002869691622
100592,0.0779747464724874
100602,0.404427757926285
100607,0.0553815302159336
100613,0.55478087553409
100617,0.103260866650868
100618,0.512110018417624
100622,0.669015929929386
100625,0.630359208991601
100677,0.113175032223433
100699,0.355612879686171
100702,0.447475241667695
100711,0.57536501483264
100729,0.727176077566
100740,0.633914494084822
100744,0.660369986755267
100745,0.354253192159812
100747,0.11875460428699
100751,0.818751396398565
100752,0.0360318309639415
100753,0.870810491565093
100754,0.715991822619286
100760,0.444691525790374
100762,0.504312335649095
100763,0.0449949354672408
100765,0.261033768038556
100770,0.585976122236229
100772,0.0389699394558704
100777,0.324374420213158
100791,0.0214291958122217
100792,0.106244715144782
100797,0.260855472203078
100823,0.259254863617389
100826,0.341130002575315
100830,0.354261807032579
100836,0.837146740554347
100872,0.461488482309275
100910,0.509197134693182
100913,0.648828119249522
100918,0.42757238278265
100931,0.0156958746986983
100952,0.424547704506127
100953,0.445095567423575
100965,0.196725090181079
100970,0.440189642585516
100982,0.744242100757693
100983,0.685889973993726
100984,0.386582184846167
100987,0.528054385397181
100997,0.0900023658577414
100998,0.612640291108716
101002,0.0834324256683456
101005,0.210679451996149
101008,0.125331987795886
101020,0.501439001935324
101021,0.434127070001449
101024,0.0574984850434311
101025,0.710915526706688
101026,0.0961044029044653
101031,0.390400703383327
101041,0.256152027833638
101051,0.0127983266990943
101055,0.53648687823862
101056,0.321625363717957
101057,0.446231575685352
101064,0.405752824820732
101079,0.247310273960715
101087,0.445428439849093
101090,0.315580148284282
101092,0.616635288419623
101097,0.627977216244568
101099,0.207259821868102
101107,0.523734875155155
101118,0.542379612800757
101125,0.139908479508683
101126,0.0234935869694835
101128,0.31787522583391
101136,0.584254054059351
101140,0.545875899791284
101149,0.681845325374395
101160,0.586332731409171
101169,0.802745024791744
101181,0.459189911953593
101186,0.0125825735563272
101190,0.597748713471058
101193,0.572703018003752
101194,0.669566017250636
101198,0.0957847592594675
101200,0.254655932602421
101204,0.345244515380661
101211,0.48623347489448
101213,0.0988544777663132
101223,0.4164506686797
101225,0.519761892576229
101237,0.360962627474997
101243,0.658268020927708
101244,0.671356589039438
101258,0.42698477521801
101259,0.7267542659487
101268,0.65042640455689
101269,0.181158900069212
101271,0.783070074631713
101279,0.430597929544241
101281,0.354468976153301
101287,0.0437224718162309
101292,0.474840538060484
101294,0.0698771068361712
101296,0.531177969825638
101297,0.0343175633567365
101299,0.234920096202521
101301,0.039891205391737
101305,0.596805469084094
101308,0.0882476312946594
101318,0.215318993442377
101327,0.831413981202676
101329,0.366090434445118
101332,0.375165088282042
101337,0.541610690606762
101343,0.0207227459861492
101345,0.0211729120258755
101346,0.210501961753731
101353,0.149666639304847
101354,0.683827673111811
101355,0.229845700359286
101356,0.269181882902385
101362,0.526715520272475
101363,0.8191317153716
101365,0.0368674405635021
101366,0.120512229256557
101367,0.208572898923964
101368,0.018675567511657
101374,0.21283026704868
101380,0.178252748483585
101383,0.287528960281329
101398,0.21872354017222
101399,0.815519953290048
101401,0.763823996935588
101412,0.553904373803571
101426,0.385550453891369
101427,0.450701417535249
101428,0.122980103322217
101429,0.721439478830068
101434,0.395900271465972
101440,0.544233819222666
101448,0.498313351215748
101449,0.148121751178847
101465,0.506478932650714
101467,0.190043952677117
101472,0.632690238935756
101478,0.764945872610839
101497,0.447530030863186
101504,0.121189198820074
101547,0.338412999768572
101548,0.566238897977157
101555,0.651542273675013
101570,0.228022491675311
101572,0.0416653285182828
101578,0.0485105352791634
101580,0.243181471270567
101588,0.62198482322706
101602,0.0210243114200508
101610,0.636621956802594
101614,0.409527604280737
101616,0.422370738616679
101643,0.56811662604061
101644,0.408410104826638
101649,0.655237297163806
101650,0.452489586423962
101665,0.0415312258105648
101667,0.540112622957335
101669,0.156928934792736
101674,0.494367611769175
101675,0.0450494739878729
101678,0.117778632564338
101682,0.512052876145874
101686,0.183902157503532
101697,0.715676059993171
101700,0.831692060964626
101711,0.354320770673229
101714,0.429099707581751
101715,0.76003079394561
101728,0.0124709257692046
101732,0.499460505774252
101757,0.758301930354566
101758,0.546419181148743
101759,0.453266712103713
101762,0.244808478740226
101764,0.435316167828301
101780,0.867552673359214
101784,0.251623956259588
101789,0.0166935058130318
101816,0.236869680528769
101819,0.261131055133662
101827,0.196271469900478
101863,0.113852756448738
101867,0.526049053366556
101870,0.0146351594593093
101873,0.166247525462632
101878,0.104760354426739
101879,0.338958105318397
101880,0.0185588032757854
101887,0.551013354639724
101897,0.101239987442973
101901,0.478001096726555
101903,0.844643491780715
101920,0.38889670351696
101921,0.352071477953052
101922,0.396395638724963
101961,0.590027303961436
101962,0.307971316642883
101971,0.375635941776702
101976,0.706708504298858
102002,0.548070806303583
102005,0.0253709568802395
102007,0.912258763804527
102017,0.053673929417351
102019,0.763372127960116
102029,0.016192313399194
102051,0.155650795095858
102052,0.0140480922463945
102054,0.293267164639979
102062,0.578342686598805
102067,0.70655756061304
102068,0.515639342461918
102070,0.415552209466787
102090,0.248005063886807
102092,0.530920219340438
102099,0.576998525806323
102100,0.0516661081376822
102112,0.474197354847299
102113,0.352727415345721
102122,0.758418519992191
102123,0.375548384855184
102125,0.424864317671205
102126,0.208156852516544
102146,0.330495659899186
102147,0.628486853772268
102151,0.309727346723685
102158,0.101331065608728
102159,0.138133788929062
102162,0.100325970017043
102165,0.0358130337954951
102166,0.401348482782653
102174,0.0263145708016766
102193,0.241056785940557
102198,0.463169022087612
102205,0.145003546437425
102206,0.183130284833307
102218,0.0448046016325666
102221,0.389081580639638
102230,0.454297080119333
102238,0.104212852084224
102248,0.400748600554259
102252,0.245747732928426
102259,0.182448620834873
102262,0.112260854368964
102273,0.170975119889574
102286,0.338378174108114
102293,0.0309750142326383
102294,0.248152047292822
102296,0.0730969481763833
102298,0.440919864710144
102303,0.200383673633307
102309,0.352501171552563
102315,0.292902581819652
102340,0.379128537294164
102342,0.746084463854871
102344,0.555873795936246
102346,0.513358002152109
102347,0.331188359246691
102374,0.438119440466521
102380,0.0304486987657377
102387,0.250856879987266
102393,0.0384097292210991
102403,0.0227000526914952
102413,0.525375603407941
102414,0.00729107189566795
102415,0.335794321995926
102416,0.111783177493703
102439,0.335344001788082
102441,0.346598849262219
102443,0.238805665038145
102444,0.0884955882837174
102445,0.611599380452548
102448,0.082504252268712
102449,0.531567924119169
102450,0.692011701953937
102456,0.403440282248155
102458,0.546325274114423
102459,0.0829272588143708
102465,0.0210228756057439
102470,0.748040243684514
102471,0.046291359165225
102475,0.533605062866467
102476,0.683910081184427
102506,0.0958174778021152
102509,0.0450094123014894
102519,0.136800625231547
102522,0.0555963195109655
102545,0.0449437916666371
102549,0.345628714259114
102562,0.164074538907879
102563,0.273623132654491
102568,0.568351762549418
102582,0.586905185621303
102592,0.227627754173947
102597,0.670990625923713
102605,0.181782652035685
102614,0.239108922151808
102617,0.0951195974716876
102634,0.551572118556716
102652,0.261779246990919
102655,0.0157267238385593
